user_id,product_id,quantity,total_price,purchase_date
U0478,P0179,4,1090.4,2026-01-06
U0439,P0034,3,173.79,2026-02-14
U0490,P0160,4,192.72,2025-08-28
U0437,P0140,4,326.24,2025-07-07
U0439,P0070,5,461.05,2025-10-26
U0243,P0120,1,512.05,2025-04-20
U0082,P0149,1,476.72,2025-05-02
U0107,P0093,1,14.54,2026-03-07
U0212,P0028,5,20.6,2025-10-21
U0257,P0145,4,610.56,2025-10-22
U0499,P0038,2,70.34,2025-11-25
U0161,P0070,2,184.42,2025-10-19
U0028,P0079,4,1750.36,2025-09-13
U0281,P0040,1,45.67,2026-01-07
U0045,P0087,4,1048.24,2025-11-16
U0310,P0189,3,96.84,2026-01-01
U0183,P0066,5,338.2,2025-12-27
U0009,P0103,3,542.73,2025-11-01
U0330,P0023,1,57.71,2026-02-02
U0344,P0182,5,1906.5,2025-07-16
U0397,P0051,5,516.85,2025-06-17
U0042,P0136,2,379.74,2025-07-31
U0128,P0001,4,2422.92,2025-11-26
U0158,P0058,3,733.11,2025-04-13
U0301,P0074,5,2379.9,2025-07-11
U0413,P0046,1,187.29,2025-06-28
U0265,P0071,5,178.3,2025-08-23
U0275,P0006,4,262.12,2025-08-30
U0133,P0199,1,109.9,2025-09-29
U0434,P0026,1,637.94,2026-03-03
U0094,P0024,2,910.92,2025-09-17
U0160,P0051,3,310.11,2026-02-11
U0411,P0186,2,139.48,2025-11-19
U0442,P0008,1,671.18,2025-03-28
U0206,P0014,3,2672.46,2025-05-17
U0381,P0136,4,759.48,2026-03-23
U0422,P0062,4,353.36,2026-01-12
U0052,P0183,5,719.6,2025-09-09
U0028,P0015,2,750.14,2026-01-01
U0032,P0179,2,545.2,2026-01-31
U0305,P0115,5,370.3,2025-05-26
U0319,P0155,1,492.21,2026-02-12
U0046,P0071,1,35.66,2026-03-19
U0108,P0077,4,738.32,2026-01-25
U0124,P0028,4,16.48,2026-02-03
U0302,P0120,5,2560.25,2025-08-25
U0024,P0200,1,128.73,2025-05-07
U0388,P0100,2,884.06,2025-09-25
U0351,P0184,5,205.6,2026-02-27
U0370,P0130,3,269.01,2026-02-03
U0298,P0166,3,404.91,2025-05-04
U0239,P0135,3,1188.27,2025-09-20
U0472,P0003,1,1109.28,2026-02-14
U0106,P0113,3,112.05,2025-12-01
U0173,P0136,2,379.74,2025-03-29
U0062,P0006,4,262.12,2025-12-30
U0286,P0136,4,759.48,2025-07-01
U0382,P0001,4,2422.92,2026-01-14
U0400,P0120,5,2560.25,2026-02-25
U0367,P0059,4,1467.52,2026-01-27
U0485,P0107,1,165.58,2025-08-19
U0015,P0142,5,4801.15,2026-01-28
U0399,P0158,4,156.64,2026-01-05
U0067,P0052,5,94.9,2025-05-28
U0325,P0099,3,2365.68,2025-07-22
U0252,P0199,1,109.9,2025-06-24
U0102,P0125,3,599.76,2025-11-29
U0021,P0115,4,296.24,2025-06-12
U0443,P0028,1,4.12,2025-12-22
U0409,P0074,5,2379.9,2026-03-18
U0345,P0186,5,348.7,2025-09-19
U0402,P0091,4,149.28,2025-07-12
U0017,P0004,2,618.98,2025-04-26
U0132,P0172,3,322.29,2025-12-16
U0409,P0197,2,173.98,2025-12-06
U0449,P0102,2,248.98,2026-01-01
U0497,P0032,4,260.96,2025-05-30
U0020,P0099,5,3942.8,2025-04-17
U0391,P0098,5,92.95,2025-09-26
U0434,P0117,3,101.52,2025-09-03
U0342,P0121,1,670.22,2025-09-07
U0411,P0114,3,142.65,2026-02-20
U0224,P0159,1,887.28,2025-11-20
U0296,P0094,2,365.14,2026-02-08
U0165,P0015,1,375.07,2025-08-29
U0459,P0077,2,369.16,2025-09-08
U0038,P0002,4,373.04,2026-03-21
U0112,P0051,3,310.11,2026-03-02
U0482,P0167,5,8639.3,2025-11-13
U0458,P0041,3,370.14,2025-12-07
U0360,P0192,1,1515.96,2025-05-12
U0276,P0057,5,1396.05,2026-01-14
U0148,P0139,3,1028.04,2025-07-11
U0034,P0057,1,279.21,2026-03-20
U0155,P0028,4,16.48,2025-05-22
U0415,P0020,1,348.44,2025-10-15
U0440,P0059,1,366.88,2026-01-09
U0052,P0095,1,492.02,2025-09-13
U0244,P0185,3,215.7,2025-06-17
U0199,P0179,3,817.8,2025-08-31
U0366,P0063,2,140.44,2025-04-18
U0445,P0158,3,117.48,2025-11-26
U0159,P0141,1,40.1,2026-02-06
U0002,P0084,1,10.21,2026-01-24
U0451,P0195,3,356.61,2025-07-13
U0216,P0067,2,679.8,2025-07-17
U0259,P0150,4,90.48,2026-01-22
U0164,P0121,2,1340.44,2025-06-16
U0173,P0083,1,15.37,2026-01-14
U0280,P0198,1,445.47,2025-08-08
U0465,P0127,3,100.32,2026-02-03
U0069,P0060,5,2014.75,2025-09-16
U0392,P0145,4,610.56,2025-07-09
U0051,P0088,3,103.86,2025-11-13
U0080,P0097,1,123.35,2025-04-16
U0416,P0154,4,223.0,2026-01-02
U0117,P0188,4,378.88,2026-03-16
U0079,P0076,3,1381.35,2025-08-15
U0389,P0189,3,96.84,2025-11-02
U0217,P0198,4,1781.88,2025-07-29
U0073,P0010,3,1400.7,2026-02-20
U0227,P0027,1,417.23,2025-08-02
U0105,P0016,5,451.95,2025-07-31
U0063,P0093,4,58.16,2025-11-11
U0387,P0167,4,6911.44,2025-06-26
U0329,P0193,2,844.66,2025-07-22
U0341,P0186,1,69.74,2025-12-05
U0051,P0125,3,599.76,2025-10-19
U0117,P0136,1,189.87,2025-12-20
U0455,P0114,3,142.65,2026-02-16
U0431,P0078,5,4111.65,2025-10-10
U0362,P0118,2,266.76,2025-09-10
U0026,P0042,5,232.2,2025-12-27
U0171,P0067,4,1359.6,2025-04-09
U0271,P0104,2,22.24,2025-08-07
U0096,P0143,5,301.0,2025-10-23
U0024,P0115,4,296.24,2025-08-18
U0129,P0035,1,287.04,2025-08-09
U0335,P0097,2,246.7,2026-01-11
U0245,P0018,2,78.98,2025-10-03
U0107,P0187,5,1369.6,2025-09-01
U0244,P0107,2,331.16,2025-09-23
U0310,P0033,2,187.9,2025-06-28
U0221,P0185,5,359.5,2025-07-25
U0311,P0014,4,3563.28,2025-04-16
U0356,P0008,3,2013.54,2025-07-04
U0471,P0134,4,1839.44,2025-05-27
U0348,P0060,2,805.9,2026-02-24
U0356,P0086,3,1072.89,2025-11-25
U0133,P0002,3,279.78,2026-03-12
U0352,P0135,5,1980.45,2026-01-10
U0243,P0052,5,94.9,2025-08-23
U0381,P0022,3,78.78,2025-05-24
U0438,P0116,4,388.96,2025-11-14
U0398,P0003,3,3327.84,2025-12-17
U0350,P0168,3,5329.98,2025-08-27
U0231,P0015,4,1500.28,2025-07-12
U0305,P0119,4,7220.36,2025-03-27
U0174,P0089,3,510.9,2026-01-03
U0224,P0020,5,1742.2,2025-03-30
U0442,P0008,2,1342.36,2025-06-29
U0133,P0038,2,70.34,2025-07-24
U0108,P0104,2,22.24,2025-08-04
U0374,P0053,2,2283.54,2026-02-23
U0362,P0046,2,374.58,2025-04-30
U0076,P0124,1,558.87,2026-01-30
U0390,P0020,4,1393.76,2025-09-17
U0334,P0126,4,2673.12,2025-05-19
U0062,P0126,1,668.28,2025-08-21
U0085,P0015,3,1125.21,2026-01-04
U0316,P0140,3,244.68,2026-01-26
U0148,P0069,5,676.8,2025-08-31
U0296,P0142,2,1920.46,2026-03-09
U0192,P0045,1,32.35,2025-08-20
U0490,P0149,1,476.72,2025-12-09
U0300,P0046,2,374.58,2026-03-10
U0461,P0047,4,1168.84,2025-06-07
U0407,P0141,1,40.1,2026-02-05
U0456,P0069,2,270.72,2025-04-12
U0204,P0069,4,541.44,2026-02-14
U0032,P0109,5,702.5,2026-03-13
U0445,P0019,4,232.0,2025-07-31
U0453,P0195,1,118.87,2025-12-05
U0413,P0021,4,3417.52,2025-12-16
U0229,P0200,1,128.73,2025-10-01
U0351,P0003,1,1109.28,2025-10-27
U0299,P0051,2,206.74,2025-12-21
U0212,P0118,2,266.76,2025-11-16
U0470,P0072,4,254.24,2025-06-03
U0115,P0029,4,293.52,2026-01-03
U0289,P0072,4,254.24,2025-08-16
U0124,P0143,1,60.2,2025-06-22
U0114,P0145,1,152.64,2025-09-03
U0388,P0084,3,30.63,2026-02-22
U0081,P0090,5,281.8,2025-05-16
U0419,P0141,3,120.3,2026-01-29
U0358,P0155,2,984.42,2025-05-20
U0116,P0033,4,375.8,2025-04-01
U0081,P0195,4,475.48,2025-12-23
U0277,P0023,2,115.42,2025-06-05
U0061,P0100,2,884.06,2025-09-28
U0334,P0013,3,429.81,2025-06-10
U0419,P0110,1,188.65,2026-01-20
U0426,P0111,4,149.52,2025-08-06
U0203,P0166,3,404.91,2025-12-28
U0233,P0043,5,186.15,2025-04-30
U0156,P0092,2,531.14,2025-05-28
U0251,P0068,5,7416.8,2025-05-09
U0301,P0096,1,17.27,2025-08-06
U0371,P0001,5,3028.65,2025-06-19
U0223,P0078,1,822.33,2025-08-23
U0384,P0127,3,100.32,2025-08-26
U0434,P0006,2,131.06,2026-03-03
U0280,P0003,1,1109.28,2025-06-09
U0492,P0044,5,657.85,2026-03-02
U0085,P0048,1,7.99,2025-09-16
U0398,P0077,2,369.16,2025-05-12
U0017,P0072,3,190.68,2025-06-21
U0294,P0009,5,233.0,2025-11-30
U0089,P0041,3,370.14,2025-12-17
U0127,P0053,2,2283.54,2026-03-22
U0491,P0043,2,74.46,2025-09-23
U0035,P0011,2,503.98,2025-09-15
U0464,P0167,3,5183.58,2025-09-30
U0437,P0016,1,90.39,2025-05-13
U0453,P0187,2,547.84,2025-10-04
U0146,P0085,1,39.12,2025-11-30
U0438,P0104,5,55.6,2025-07-10
U0417,P0142,5,4801.15,2025-10-31
U0356,P0054,5,219.95,2025-12-16
U0387,P0199,2,219.8,2025-12-17
U0449,P0042,3,139.32,2025-11-19
U0202,P0042,5,232.2,2025-08-19
U0068,P0002,5,466.3,2026-03-12
U0178,P0145,5,763.2,2025-04-29
U0119,P0032,2,130.48,2025-11-08
U0386,P0070,1,92.21,2026-01-02
U0451,P0149,1,476.72,2025-08-10
U0400,P0086,5,1788.15,2025-09-05
U0161,P0157,5,780.05,2025-05-15
U0069,P0015,1,375.07,2026-01-11
U0125,P0128,4,3002.6,2025-12-14
U0039,P0124,4,2235.48,2025-10-18
U0302,P0096,3,51.81,2026-01-03
U0034,P0004,4,1237.96,2025-12-22
U0305,P0199,3,329.7,2025-05-01
U0048,P0145,2,305.28,2025-08-08
U0176,P0160,1,48.18,2025-05-29
U0068,P0047,4,1168.84,2025-08-09
U0039,P0180,2,176.5,2026-02-02
U0247,P0096,2,34.54,2025-09-01
U0066,P0109,3,421.5,2025-07-26
U0164,P0039,5,308.7,2025-05-07
U0470,P0103,3,542.73,2025-09-10
U0053,P0037,1,284.61,2025-05-12
U0218,P0031,4,3920.0,2025-11-28
U0014,P0002,5,466.3,2025-05-26
U0082,P0169,5,7839.6,2025-11-08
U0162,P0036,3,22.11,2026-02-22
U0098,P0043,1,37.23,2026-02-21
U0182,P0177,2,30.0,2025-10-07
U0182,P0003,3,3327.84,2026-02-05
U0139,P0054,2,87.98,2026-02-02
U0298,P0164,1,30.66,2025-10-23
U0122,P0171,1,404.99,2025-07-04
U0436,P0114,4,190.2,2025-05-27
U0237,P0164,2,61.32,2025-11-12
U0239,P0155,2,984.42,2025-09-15
U0355,P0190,3,5189.76,2026-01-17
U0079,P0024,5,2277.3,2025-06-19
U0121,P0182,3,1143.9,2025-05-08
U0409,P0173,3,1409.7,2025-04-01
U0478,P0139,1,342.68,2025-05-27
U0093,P0189,1,32.28,2025-10-22
U0396,P0139,4,1370.72,2025-07-16
U0022,P0111,4,149.52,2025-05-05
U0196,P0148,2,46.14,2025-12-09
U0451,P0061,2,87.28,2025-05-28
U0302,P0143,4,240.8,2025-09-25
U0049,P0092,5,1327.85,2026-02-24
U0085,P0088,4,138.48,2025-06-21
U0341,P0075,4,46.32,2025-11-05
U0030,P0134,3,1379.58,2025-05-04
U0258,P0092,5,1327.85,2025-06-27
U0099,P0190,5,8649.6,2025-12-28
U0499,P0199,3,329.7,2025-04-01
U0224,P0182,4,1525.2,2026-01-15
U0208,P0045,1,32.35,2025-07-08
U0137,P0102,4,497.96,2026-01-20
U0338,P0150,2,45.24,2025-09-21
U0157,P0056,3,4534.44,2025-09-15
U0042,P0150,4,90.48,2025-12-29
U0285,P0041,2,246.76,2025-12-22
U0446,P0090,1,56.36,2026-01-30
U0274,P0047,3,876.63,2025-04-20
U0479,P0163,4,3317.28,2025-12-29
U0388,P0077,4,738.32,2025-12-27
U0283,P0106,2,185.7,2025-05-28
U0390,P0065,2,239.06,2025-04-29
U0007,P0024,2,910.92,2026-01-01
U0126,P0071,1,35.66,2025-10-29
U0292,P0147,2,630.68,2025-05-25
U0006,P0004,5,1547.45,2025-03-31
U0336,P0107,4,662.32,2025-12-28
U0426,P0178,4,300.2,2026-03-05
U0069,P0105,4,33.32,2026-03-25
U0135,P0088,1,34.62,2025-06-01
U0185,P0111,2,74.76,2025-12-21
U0035,P0123,3,171.87,2025-04-28
U0021,P0005,2,1968.02,2025-05-15
U0039,P0013,1,143.27,2025-06-04
U0113,P0063,3,210.66,2025-12-13
U0276,P0159,2,1774.56,2026-01-16
U0083,P0077,4,738.32,2026-02-06
U0045,P0152,2,491.68,2025-09-11
U0437,P0002,1,93.26,2025-08-23
U0495,P0006,5,327.65,2026-01-11
U0237,P0125,1,199.92,2025-10-12
U0205,P0072,4,254.24,2026-01-28
U0473,P0176,4,56.4,2026-02-25
U0243,P0112,2,410.12,2025-09-06
U0145,P0056,5,7557.4,2025-09-25
U0006,P0004,5,1547.45,2025-10-10
U0117,P0119,2,3610.18,2025-12-13
U0139,P0109,1,140.5,2025-08-10
U0423,P0109,2,281.0,2025-12-01
U0345,P0029,2,146.76,2025-12-14
U0403,P0106,1,92.85,2026-03-19
U0330,P0159,3,2661.84,2025-11-01
U0365,P0024,4,1821.84,2025-10-23
U0071,P0052,1,18.98,2025-09-07
U0179,P0071,3,106.98,2026-01-25
U0469,P0192,2,3031.92,2025-08-02
U0092,P0119,4,7220.36,2025-04-22
U0459,P0100,5,2210.15,2025-09-21
U0245,P0108,1,808.45,2025-08-21
U0440,P0178,2,150.1,2025-11-17
U0310,P0075,2,23.16,2025-05-10
U0500,P0012,3,132.45,2025-08-18
U0415,P0018,4,157.96,2025-10-09
U0440,P0088,1,34.62,2025-07-07
U0282,P0113,1,37.35,2026-02-09
U0428,P0127,5,167.2,2025-05-14
U0290,P0049,2,728.46,2025-10-23
U0358,P0047,1,292.21,2025-12-29
U0147,P0144,2,270.36,2025-08-10
U0158,P0069,3,406.08,2026-02-14
U0394,P0128,2,1501.3,2025-12-03
U0138,P0089,4,681.2,2025-10-05
U0408,P0051,5,516.85,2025-09-07
U0294,P0066,4,270.56,2025-06-07
U0390,P0003,2,2218.56,2025-09-23
U0448,P0076,5,2302.25,2025-09-17
U0382,P0058,4,977.48,2026-01-14
U0215,P0144,5,675.9,2026-03-04
U0144,P0177,4,60.0,2025-12-27
U0102,P0133,4,420.32,2025-03-29
U0137,P0017,1,49.45,2026-03-24
U0305,P0087,2,524.12,2025-07-12
U0448,P0087,3,786.18,2025-07-22
U0380,P0069,2,270.72,2026-02-07
U0201,P0186,3,209.22,2025-11-25
U0165,P0200,5,643.65,2025-05-21
U0009,P0009,5,233.0,2025-12-03
U0245,P0137,1,17.47,2025-11-11
U0345,P0110,1,188.65,2025-10-20
U0251,P0166,4,539.88,2026-02-05
U0151,P0057,4,1116.84,2025-07-10
U0490,P0134,3,1379.58,2025-11-04
U0109,P0118,1,133.38,2025-09-04
U0373,P0097,1,123.35,2025-06-21
U0386,P0116,3,291.72,2025-08-25
U0132,P0107,4,662.32,2026-01-17
U0348,P0100,2,884.06,2025-08-31
U0284,P0018,3,118.47,2025-04-22
U0153,P0178,1,75.05,2025-07-03
U0191,P0133,5,525.4,2025-06-06
U0018,P0016,2,180.78,2025-08-06
U0244,P0179,2,545.2,2025-06-03
U0432,P0029,1,73.38,2025-07-04
U0158,P0086,1,357.63,2025-04-02
U0233,P0167,5,8639.3,2025-09-09
U0011,P0075,2,23.16,2025-09-20
U0211,P0193,4,1689.32,2026-03-08
U0173,P0010,2,933.8,2025-03-29
U0127,P0114,3,142.65,2025-08-20
U0304,P0131,2,423.9,2025-12-07
U0014,P0102,4,497.96,2025-04-29
U0226,P0171,2,809.98,2026-03-14
U0419,P0104,4,44.48,2025-04-01
U0406,P0031,5,4900.0,2026-01-15
U0094,P0189,2,64.56,2025-08-22
U0211,P0122,5,147.3,2025-05-01
U0144,P0199,1,109.9,2025-05-15
U0009,P0198,5,2227.35,2025-08-06
U0261,P0166,5,674.85,2025-08-17
U0169,P0056,5,7557.4,2025-10-08
U0347,P0154,1,55.75,2025-09-08
U0242,P0193,2,844.66,2025-06-05
U0213,P0053,3,3425.31,2025-04-11
U0417,P0044,5,657.85,2025-04-04
U0317,P0129,4,729.16,2025-09-02
U0013,P0190,3,5189.76,2025-05-03
U0166,P0006,3,196.59,2025-06-06
U0071,P0036,1,7.37,2025-04-04
U0234,P0016,3,271.17,2025-04-28
U0439,P0144,4,540.72,2025-04-01
U0392,P0020,5,1742.2,2025-09-01
U0350,P0186,4,278.96,2026-03-10
U0209,P0101,2,394.0,2025-12-20
U0430,P0016,1,90.39,2025-09-01
U0391,P0042,5,232.2,2025-04-13
U0459,P0004,4,1237.96,2025-12-17
U0484,P0149,5,2383.6,2025-12-25
U0393,P0131,5,1059.75,2026-02-12
U0345,P0146,5,273.95,2026-01-03
U0252,P0031,5,4900.0,2026-01-06
U0215,P0180,3,264.75,2025-12-11
U0396,P0060,4,1611.8,2026-02-07
U0235,P0189,1,32.28,2025-06-25
U0217,P0079,5,2187.95,2025-11-11
U0088,P0104,5,55.6,2025-10-27
U0081,P0008,2,1342.36,2025-04-03
U0303,P0138,2,894.74,2026-02-09
U0346,P0198,2,890.94,2025-10-09
U0155,P0176,5,70.5,2025-04-05
U0010,P0029,3,220.14,2025-09-23
U0397,P0145,5,763.2,2025-08-23
U0231,P0007,4,336.2,2025-05-23
U0092,P0017,5,247.25,2025-10-02
U0420,P0138,4,1789.48,2025-12-18
U0002,P0095,3,1476.06,2025-05-19
U0272,P0042,3,139.32,2025-11-27
U0288,P0132,3,5027.28,2025-04-22
U0403,P0063,1,70.22,2025-04-02
U0076,P0178,1,75.05,2025-07-30
U0372,P0138,1,447.37,2025-08-25
U0242,P0129,1,182.29,2025-09-09
U0325,P0097,3,370.05,2025-04-20
U0114,P0174,1,1136.94,2025-10-01
U0453,P0166,5,674.85,2025-06-02
U0443,P0194,1,15.31,2026-02-01
U0195,P0167,3,5183.58,2025-06-01
U0472,P0186,2,139.48,2025-04-25
U0262,P0024,3,1366.38,2026-03-25
U0103,P0115,1,74.06,2026-01-26
U0244,P0014,5,4454.1,2026-01-05
U0212,P0162,3,2396.28,2026-03-04
U0229,P0013,2,286.54,2026-03-10
U0263,P0162,5,3993.8,2026-03-09
U0266,P0164,1,30.66,2025-08-05
U0082,P0103,2,361.82,2025-06-28
U0085,P0154,4,223.0,2025-06-17
U0090,P0167,3,5183.58,2025-10-23
U0432,P0135,3,1188.27,2026-03-10
U0339,P0005,4,3936.04,2026-01-09
U0265,P0130,5,448.35,2025-10-03
U0488,P0145,2,305.28,2025-05-01
U0332,P0120,3,1536.15,2026-02-08
U0039,P0108,5,4042.25,2026-03-24
U0217,P0152,1,245.84,2025-05-22
U0453,P0099,1,788.56,2025-12-28
U0410,P0121,4,2680.88,2025-09-06
U0068,P0004,5,1547.45,2026-03-09
U0272,P0035,1,287.04,2025-11-23
U0320,P0031,4,3920.0,2026-02-24
U0326,P0194,2,30.62,2025-08-22
U0100,P0173,3,1409.7,2025-11-02
U0138,P0056,3,4534.44,2025-05-25
U0196,P0162,2,1597.52,2025-05-01
U0130,P0086,5,1788.15,2025-04-11
U0421,P0125,1,199.92,2026-02-12
U0092,P0003,3,3327.84,2025-04-21
U0477,P0169,2,3135.84,2025-10-24
U0084,P0169,3,4703.76,2025-12-05
U0209,P0153,1,337.34,2025-05-30
U0047,P0040,2,91.34,2025-08-03
U0187,P0064,1,46.38,2025-12-22
U0283,P0069,5,676.8,2025-08-06
U0208,P0181,1,324.12,2025-11-18
U0313,P0097,4,493.4,2026-03-25
U0068,P0194,3,45.93,2025-11-21
U0193,P0082,2,171.42,2025-04-06
U0158,P0011,3,755.97,2025-09-25
U0114,P0179,4,1090.4,2025-11-15
U0257,P0193,1,422.33,2025-04-01
U0273,P0113,3,112.05,2025-11-03
U0348,P0005,2,1968.02,2025-09-02
U0424,P0180,3,264.75,2025-07-07
U0280,P0038,1,35.17,2025-09-26
U0448,P0184,5,205.6,2025-08-06
U0256,P0064,5,231.9,2025-09-17
U0142,P0183,4,575.68,2025-08-27
U0078,P0051,2,206.74,2025-11-27
U0220,P0010,4,1867.6,2025-08-31
U0414,P0119,5,9025.45,2025-05-10
U0497,P0136,4,759.48,2025-10-31
U0300,P0019,2,116.0,2025-09-16
U0298,P0080,5,615.6,2025-07-20
U0496,P0171,2,809.98,2026-01-15
U0384,P0013,3,429.81,2025-12-20
U0310,P0135,4,1584.36,2025-12-21
U0085,P0106,5,464.25,2025-05-12
U0066,P0003,4,4437.12,2025-08-24
U0204,P0019,4,232.0,2025-06-07
U0299,P0105,2,16.66,2025-12-19
U0457,P0089,4,681.2,2025-05-17
U0303,P0154,2,111.5,2025-05-28
U0469,P0189,5,161.4,2025-06-18
U0127,P0056,3,4534.44,2025-06-15
U0377,P0123,4,229.16,2025-06-14
U0264,P0119,4,7220.36,2025-08-07
U0313,P0048,3,23.97,2025-08-15
U0007,P0078,1,822.33,2025-11-19
U0131,P0135,2,792.18,2026-02-28
U0268,P0065,5,597.65,2025-11-19
U0049,P0084,2,20.42,2025-05-21
U0271,P0191,2,47.2,2025-05-23
U0044,P0040,2,91.34,2025-08-31
U0006,P0008,1,671.18,2026-02-19
U0149,P0077,1,184.58,2025-04-25
U0338,P0179,4,1090.4,2025-09-02
U0076,P0158,1,39.16,2025-10-20
U0380,P0167,2,3455.72,2026-03-08
U0446,P0073,5,627.55,2026-02-17
U0112,P0077,1,184.58,2026-03-17
U0105,P0133,5,525.4,2025-07-15
U0165,P0039,5,308.7,2025-07-28
U0068,P0009,5,233.0,2025-05-16
U0277,P0112,3,615.18,2025-04-16
U0197,P0077,2,369.16,2025-04-18
U0482,P0179,2,545.2,2025-10-25
U0466,P0003,3,3327.84,2025-05-12
U0497,P0182,2,762.6,2026-02-25
U0266,P0047,2,584.42,2025-10-04
U0426,P0060,1,402.95,2025-06-07
U0478,P0125,4,799.68,2025-08-18
U0312,P0027,5,2086.15,2025-11-12
U0287,P0159,4,3549.12,2026-01-20
U0469,P0146,5,273.95,2026-03-08
U0333,P0095,4,1968.08,2025-06-25
U0068,P0002,1,93.26,2025-07-26
U0338,P0094,2,365.14,2025-05-08
U0479,P0001,4,2422.92,2025-05-14
U0210,P0105,1,8.33,2025-06-29
U0221,P0147,3,946.02,2025-07-23
U0079,P0194,3,45.93,2026-03-22
U0159,P0064,3,139.14,2025-07-17
U0132,P0031,2,1960.0,2025-10-14
U0116,P0019,2,116.0,2025-07-22
U0339,P0159,3,2661.84,2025-08-30
U0050,P0004,1,309.49,2025-07-14
U0251,P0127,2,66.88,2025-05-01
U0087,P0019,4,232.0,2025-09-27
U0032,P0058,4,977.48,2026-02-09
U0388,P0148,2,46.14,2026-03-02
U0076,P0178,3,225.15,2025-05-11
U0382,P0150,5,113.1,2026-02-17
U0303,P0051,5,516.85,2025-07-21
U0100,P0054,4,175.96,2026-03-05
U0098,P0077,2,369.16,2025-10-26
U0437,P0080,3,369.36,2025-08-08
U0147,P0141,5,200.5,2026-03-25
U0400,P0070,4,368.84,2025-08-17
U0014,P0114,5,237.75,2025-08-25
U0444,P0033,2,187.9,2025-10-15
U0034,P0002,4,373.04,2025-08-26
U0165,P0020,5,1742.2,2026-02-17
U0403,P0121,1,670.22,2025-04-07
U0286,P0200,3,386.19,2026-02-08
U0248,P0178,2,150.1,2025-04-23
U0086,P0138,5,2236.85,2025-09-29
U0041,P0069,3,406.08,2025-09-10
U0099,P0066,1,67.64,2025-05-20
U0417,P0019,5,290.0,2025-09-25
U0261,P0001,3,1817.19,2025-09-29
U0279,P0190,1,1729.92,2026-02-05
U0165,P0116,3,291.72,2025-11-07
U0368,P0159,4,3549.12,2025-04-17
U0188,P0064,5,231.9,2025-04-18
U0060,P0102,1,124.49,2025-04-28
U0252,P0122,1,29.46,2026-02-28
U0146,P0003,5,5546.4,2025-11-20
U0457,P0004,3,928.47,2025-10-13
U0458,P0080,1,123.12,2025-06-22
U0142,P0005,2,1968.02,2025-05-20
U0473,P0183,5,719.6,2026-01-08
U0092,P0021,5,4271.9,2026-03-13
U0349,P0054,5,219.95,2025-09-11
U0202,P0197,2,173.98,2026-03-05
U0123,P0132,3,5027.28,2025-06-20
U0284,P0103,3,542.73,2025-05-08
U0498,P0178,1,75.05,2025-04-22
U0228,P0137,5,87.35,2026-03-19
U0078,P0101,3,591.0,2026-01-04
U0312,P0179,3,817.8,2026-02-07
U0498,P0098,3,55.77,2025-04-05
U0224,P0182,5,1906.5,2025-12-10
U0444,P0053,2,2283.54,2025-10-01
U0370,P0107,2,331.16,2025-12-13
U0029,P0049,5,1821.15,2025-07-29
U0154,P0068,1,1483.36,2025-07-11
U0465,P0130,1,89.67,2025-08-16
U0250,P0011,5,1259.95,2025-05-20
U0286,P0124,1,558.87,2025-05-24
U0087,P0011,1,251.99,2025-05-23
U0359,P0158,1,39.16,2025-06-22
U0430,P0186,3,209.22,2025-12-02
U0041,P0024,2,910.92,2025-04-11
U0439,P0038,4,140.68,2025-09-13
U0052,P0025,3,26.43,2025-06-23
U0142,P0142,3,2880.69,2025-06-11
U0025,P0088,2,69.24,2025-09-02
U0124,P0048,1,7.99,2026-01-27
U0305,P0168,4,7106.64,2026-03-09
U0152,P0117,2,67.68,2026-01-09
U0010,P0081,2,670.24,2025-05-22
U0464,P0121,1,670.22,2025-07-25
U0245,P0070,3,276.63,2025-03-26
U0143,P0076,4,1841.8,2025-04-02
U0491,P0015,5,1875.35,2025-04-12
U0457,P0174,2,2273.88,2025-05-02
U0459,P0051,1,103.37,2025-08-10
U0385,P0017,3,148.35,2025-09-07
U0382,P0019,5,290.0,2025-06-05
U0174,P0187,2,547.84,2025-06-03
U0140,P0108,4,3233.8,2025-09-08
U0209,P0034,4,231.72,2025-12-23
U0128,P0084,5,51.05,2025-09-14
U0473,P0001,3,1817.19,2025-11-27
U0500,P0004,2,618.98,2025-09-10
U0038,P0190,5,8649.6,2025-10-22
U0009,P0034,3,173.79,2025-07-20
U0417,P0143,4,240.8,2026-03-22
U0111,P0100,5,2210.15,2025-09-01
U0025,P0085,1,39.12,2025-09-05
U0122,P0011,4,1007.96,2025-09-04
U0123,P0112,1,205.06,2025-09-17
U0023,P0034,5,289.65,2025-05-01
U0045,P0166,4,539.88,2025-11-09
U0429,P0003,5,5546.4,2025-06-19
U0301,P0031,1,980.0,2025-12-05
U0301,P0012,5,220.75,2026-01-24
U0085,P0016,2,180.78,2025-05-02
U0015,P0037,3,853.83,2026-01-15
U0012,P0156,3,1845.48,2025-10-03
U0081,P0177,2,30.0,2025-08-02
U0388,P0095,5,2460.1,2025-07-29
U0357,P0153,3,1012.02,2025-11-27
U0440,P0029,5,366.9,2025-04-27
U0423,P0048,4,31.96,2026-03-04
U0026,P0160,5,240.9,2025-08-17
U0023,P0035,4,1148.16,2025-09-28
U0470,P0127,3,100.32,2025-04-21
U0165,P0066,3,202.92,2025-05-07
U0303,P0036,1,7.37,2025-10-13
U0147,P0192,5,7579.8,2025-05-20
